pref_code,pref_name,station_code,station_name,station_yomi,station_note,station_lat,station_lon
8,"茨城県",21637,"佐貫","さぬき","",35.930068,140.138220
8,"茨城県",21638,"佐和","さわ","",36.430021,140.540219
8,"茨城県",21640,"宍戸","ししど","",36.344609,140.289355
8,"茨城県",21641,"静","しず","",36.506011,140.438113
8,"茨城県",21642,"下小川","しもおがわ","",36.669131,140.387027
8,"茨城県",21643,"下菅谷","しもすがや","",36.435353,140.494028
8,"茨城県",21644,"下館","しもだて","",36.303886,139.978355
8,"茨城県",21645,"下館二高前","しもだてにこうまえ","",36.319273,139.972077
8,"茨城県",21646,"下妻","しもつま","",36.182287,139.964584
8,"茨城県",21647,"下野宮","しものみや","",36.815672,140.375687
8,"茨城県",21649,"新取手","しんとりで","",35.917594,140.042339
8,"茨城県",21650,"新鉾田","しんほこた","",36.152467,140.520373
8,"茨城県",21651,"新守谷","しんもりや","",35.966283,139.985648
8,"茨城県",21622,"十王","じゅうおう","",36.671387,140.686224
8,"茨城県",21653,"宗道","そうどう","",36.153624,139.970502
8,"茨城県",21654,"大洋","たいよう","",36.108195,140.576453
8,"茨城県",29727,"高田の鉄橋","たかだのてっきょう","",36.352530,140.580108
8,"茨城県",21655,"高萩","たかはぎ","",36.714771,140.716664
8,"茨城県",21656,"高浜","たかはま","茨城県",36.163767,140.294862
8,"茨城県",21657,"玉川村","たまがわむら","",36.579196,140.374448
8,"茨城県",21659,"玉戸","たまど","",36.298608,139.938914
8,"茨城県",21660,"玉村","たまむら","",36.135598,139.970003
8,"茨城県",21662,"大宝","だいほう","",36.203202,139.970083
8,"茨城県",21687,"長者ケ浜潮騒はまなす公園前","ちょうじゃがはましおさいはまなすこうえんまえ","",36.031593,140.618703
8,"茨城県",29410,"つくば","つくば","",36.082634,140.111466
8,"茨城県",21663,"土浦","つちうら","",36.077997,140.206013
8,"茨城県",21664,"常澄","つねずみ","",36.340809,140.558917
8,"茨城県",21665,"寺原","てらはら","",35.911679,140.054755
8,"茨城県",21666,"東海","とうかい","",36.465379,140.565855
8,"茨城県",21667,"戸頭","とがしら","",35.929316,140.014008
8,"茨城県",21668,"徳宿","とくしゅく","",36.190241,140.514510
8,"茨城県",21669,"殿山","とのやま","",36.349919,140.601995
8,"茨城県",21670,"騰波ノ江","とばのえ","",36.223173,139.976248
8,"茨城県",21672,"友部","ともべ","",36.350720,140.306492
8,"茨城県",21673,"取手","とりで","",35.896459,140.063117
8,"茨城県",21674,"中菅谷","なかすがや","",36.445630,140.492723
8,"茨城県",21675,"中妻","なかつま","",36.047414,139.990726
8,"茨城県",21676,"中根","なかね","",36.367473,140.562137
8,"茨城県",21677,"中舟生","なかふにゅう","",36.645523,140.392250
8,"茨城県",21678,"那珂湊","なかみなと","",36.345558,140.587746
8,"茨城県",21679,"新治","にいはり","",36.328051,140.039126
8,"茨城県",21680,"西取手","にしとりで","",35.908902,140.059144
8,"茨城県",29251,"日工前","にっこうまえ","",36.388165,140.524612
8,"茨城県",21681,"額田","ぬかだ","茨城県",36.485709,140.503470
8,"茨城県",21682,"野上原","のがみはら","",36.605888,140.390307
8,"茨城県",21683,"延方","のぶかた","",35.958100,140.588765
8,"茨城県",21684,"羽黒","はぐろ","茨城県",36.355355,140.143395
8,"茨城県",21685,"羽鳥","はとり","",36.247286,140.286804
8,"茨城県",29408,"万博記念公園","ばんぱくきねんこうえん","茨城県",36.058331,140.059388
8,"茨城県",21689,"東水戸","ひがしみと","",36.361805,140.516058
8,"茨城県",21690,"東結城","ひがしゆうき","",36.296691,139.891223
8,"茨城県",21815,"ひぐち","ひぐち","",36.358602,139.970354
8,"茨城県",21691,"日立","ひたち","",36.590811,140.662118
8,"茨城県",21692,"常陸青柳","ひたちあおやぎ","",36.384080,140.484532
8,"茨城県",21693,"常陸太田","ひたちおおた","",36.530871,140.527994
8,"茨城県",21694,"常陸大宮","ひたちおおみや","",36.547562,140.412447
8,"茨城県",21697,"常陸鴻巣","ひたちこうのす","",36.472487,140.467417
8,"茨城県",21698,"常陸多賀","ひたちたが","",36.552093,140.632373
8,"茨城県",21699,"常陸大子","ひたちだいご","",36.770676,140.350747
8,"茨城県",21700,"常陸津田","ひたちつだ","",36.403912,140.482891
8,"茨城県",29220,"ひたち野うしく","ひたちのうしく","",36.007393,140.158381
8,"茨城県",21701,"涸沼","ひぬま","",36.265872,140.527228
8,"茨城県",21702,"平磯","ひらいそ","",36.357418,140.607578
8,"茨城県",21703,"福原","ふくはら","",36.351551,140.187113
8,"茨城県",21704,"袋田","ふくろだ","",36.754761,140.379550
8,"茨城県",21705,"藤代","ふじしろ","",35.920569,140.118278
8,"茨城県",21708,"水海道","みつかいどう","",36.017889,139.991422
8,"茨城県",21709,"三妻","みつま","",36.073522,139.983060
8,"茨城県",21710,"水戸","みと","",36.371082,140.476227
8,"茨城県",29407,"みどりの","みどりの","",36.029584,140.056195
8,"茨城県",21711,"南石下","みなみいしげ","",36.102296,139.973920
8,"茨城県",21713,"南酒出","みなみさかいで","",36.477377,140.498499
8,"茨城県",21714,"南中郷","みなみなかごう","",36.753211,140.729133
8,"茨城県",21715,"南守谷","みなみもりや","",35.933731,140.003481
8,"茨城県",29406,"みらい平","みらいだいら","",35.994587,140.038420
8,"茨城県",21718,"守谷","もりや","",35.950424,139.992315
8,"茨城県",21719,"谷河原","やがわら","",36.519900,140.525049
8,"茨城県",21721,"山方宿","やまがたじゅく","",36.624608,140.401250
8,"茨城県",21722,"大和","やまと","茨城県",36.345661,140.073401
8,"茨城県",21723,"結城","ゆうき","",36.298218,139.872336
8,"茨城県",29689,"ゆめみ野","ゆめみの","",35.921123,140.034813
8,"茨城県",21724,"竜ケ崎","りゅうがさき","",35.908654,140.178912
